consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_subnet,provider_iplist,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,104.47.40.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:02Z,2021-07-16T23:26:28Z,492
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,108.162.192.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:36Z,2021-07-16T23:18:49Z,83
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,108.162.193.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:14Z,2021-07-16T23:33:27Z,97
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,113.29.17.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:08:07Z,2021-07-16T23:31:24Z,190
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,129.134.30.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T15:00:58Z,2021-07-16T22:09:51Z,5
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,129.134.31.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:43:23Z,2021-07-16T22:10:56Z,10
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,129.6.13.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:13:36Z,2021-07-16T23:34:43Z,101
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,129.6.14.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:12:42Z,2021-07-16T23:34:43Z,26
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.160.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:09:00Z,2021-07-16T23:31:52Z,234
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.206.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:04:40Z,2021-07-16T23:32:38Z,301
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.222.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:05:06Z,2021-07-16T23:35:45Z,29062
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.24.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:42:05Z,2021-07-16T23:23:35Z,3111
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.246.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:29:28Z,2021-07-16T22:24:46Z,20
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.3.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:42:46Z,2021-07-16T21:03:58Z,6
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.39.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:37Z,2021-07-16T22:44:53Z,15
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.4.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:04:02Z,2021-07-16T23:35:47Z,2635
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.42.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:07Z,2021-07-16T23:27:09Z,1136
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.5.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:58:17Z,2021-07-16T23:04:29Z,31
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.107.6.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:28:51Z,2021-07-16T21:17:45Z,10
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:45:50Z,2021-07-16T07:28:14Z,9
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,131.253.21.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:29:10Z,2021-07-16T23:27:37Z,106
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,131.253.33.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:36Z,2021-07-16T23:14:06Z,48
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,132.163.4.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:13:36Z,2021-07-16T23:02:29Z,70
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,150.171.10.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:00:00Z,2021-07-16T23:33:56Z,163
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,156.154.100.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T17:07:50Z,2021-07-16T22:10:27Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,156.154.101.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T18:58:44Z,2021-07-16T22:01:24Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,156.154.64.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:08Z,2021-07-16T23:26:33Z,102
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,156.154.65.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:37:02Z,2021-07-16T23:20:59Z,28
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,156.154.67.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T16:02:58Z,2021-07-16T16:09:33Z,5
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.0.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:05:50Z,2021-07-16T22:17:15Z,5
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.1.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:29:12Z,2021-07-16T21:18:43Z,9
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.2.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T02:07:22Z,2021-07-16T23:21:16Z,8
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.26.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:41:55Z,2021-07-16T23:04:32Z,9
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.27.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:41:46Z,2021-07-16T22:03:07Z,13
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.3.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:41:54Z,2021-07-16T22:55:49Z,13
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.5.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:29:13Z,2021-07-16T22:21:39Z,9
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.6.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T08:36:44Z,2021-07-16T23:04:31Z,6
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.7.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:46:34Z,2021-07-16T22:39:21Z,6
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.8.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T04:02:46Z,2021-07-16T20:01:27Z,12
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.159.9.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T07:29:54Z,2021-07-16T22:10:26Z,7
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.88.18.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:25:32Z,2021-07-16T15:31:46Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,162.88.60.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T15:03:31Z,2021-07-16T22:01:22Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,165.212.55.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:10Z,2021-07-16T23:34:56Z,628
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,169.254.169.0,Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T00:23:13Z,2021-07-16T23:25:23Z,34
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,514,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:04Z,2021-07-16T23:42:59Z,2712
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,4041,TCP,Allowed,Allowed,Consumer,2021-07-16T00:00:30Z,2021-07-16T23:42:58Z,990
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.64.32.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:12Z,2021-07-16T23:25:09Z,106
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.64.33.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:12Z,2021-07-16T23:31:21Z,169
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.85.88.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T10:25:16Z,2021-07-16T23:05:28Z,9
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,172.93.0.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T14:04:03Z,2021-07-16T15:23:52Z,70
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.201.64.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:44:15Z,2021-07-16T23:26:30Z,14
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.201.72.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T16:44:06Z,2021-07-16T22:38:06Z,10
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.201.77.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:24:22Z,2021-07-16T23:18:39Z,57
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.223.52.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:58:18Z,2021-07-16T21:58:01Z,119
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.245.58.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:46Z,2021-07-16T23:35:14Z,111
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,173.245.59.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:17:13Z,2021-07-16T22:48:47Z,93
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,178.33.33.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T16:18:46Z,2021-07-16T20:44:32Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,178.63.120.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T14:22:17Z,2021-07-16T23:23:53Z,36
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.26.160.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:48Z,2021-07-16T23:32:17Z,212
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.26.161.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:08:59Z,2021-07-16T23:25:45Z,31
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.27.141.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T21:54:05Z,2021-07-16T23:02:30Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.28.188.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T02:27:54Z,2021-07-16T22:11:24Z,103
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.28.79.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:39:45Z,2021-07-16T23:31:36Z,61
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.51.0.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T05:15:32Z,2021-07-16T07:31:58Z,26
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.84.242.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:19:58Z,2021-07-16T21:40:39Z,322
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,184.85.248.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:11:29Z,2021-07-16T23:34:56Z,176
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,185.89.218.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:59:12Z,2021-07-16T22:07:23Z,7
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,185.89.219.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:43:23Z,2021-07-16T22:09:51Z,8
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.102.198.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:24:55Z,2021-07-16T21:24:19Z,45
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.112.36.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:43:57Z,2021-07-16T22:01:24Z,22
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.12.94.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:46Z,2021-07-16T23:31:37Z,67
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.147.130.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:24Z,2021-07-16T21:31:06Z,91
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.16.16.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:00:01Z,2021-07-16T23:35:34Z,3252
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.203.230.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:23:15Z,2021-07-16T22:00:46Z,15
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.228.79.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T03:28:10Z,2021-07-16T16:15:32Z,11
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.229.254.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:24:26Z,2021-07-16T23:26:33Z,37
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.26.92.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:14Z,2021-07-16T23:25:20Z,64
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.33.14.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:00Z,2021-07-16T23:17:33Z,57
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.33.4.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:23:04Z,2021-07-16T15:28:09Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.35.177.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:29:12Z,2021-07-16T23:31:21Z,98
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.35.51.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:50:59Z,2021-07-16T19:39:06Z,13
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.36.148.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:21:17Z,2021-07-16T22:12:55Z,20
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.41.162.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:22:15Z,2021-07-16T20:14:17Z,35
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.42.93.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:02:46Z,2021-07-16T23:31:45Z,370
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.43.172.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:34Z,2021-07-16T23:17:37Z,59
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.48.79.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:01:46Z,2021-07-16T23:26:13Z,72
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.5.5.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:51:01Z,2021-07-16T22:00:47Z,32
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.5.6.0,IPL-INTERNET; Non-RFC1918,Unicast,53,TCP,Allowed,Allowed,Consumer,2021-07-16T05:47:24Z,2021-07-16T23:01:18Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.5.6.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:35Z,2021-07-16T23:27:37Z,376
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.52.178.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:22:52Z,2021-07-16T23:13:22Z,53
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.54.112.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:12:00Z,2021-07-16T23:08:29Z,46
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.55.83.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:06:38Z,2021-07-16T23:31:41Z,400
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.82.133.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:33:40Z,2021-07-16T11:40:19Z,6
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,192.82.134.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T01:33:42Z,2021-07-16T20:49:38Z,4
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,193.0.14.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T03:08:37Z,2021-07-16T22:27:27Z,16
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,193.108.88.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:04:42Z,2021-07-16T23:26:47Z,1358
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,193.108.91.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:10:20Z,2021-07-16T23:31:41Z,116
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,194.0.1.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T15:03:38Z,2021-07-16T22:00:47Z,6
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,198.41.0.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T02:21:17Z,2021-07-16T22:03:03Z,17
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,198.41.222.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:43:20Z,2021-07-16T22:14:09Z,10
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,198.41.223.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:43:20Z,2021-07-16T23:04:31Z,8
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,198.51.44.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:40:31Z,2021-07-16T23:34:50Z,521
DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,198.51.45.0,IPL-INTERNET; Non-RFC1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:28:46Z,2021-07-16T22:24:48Z,34
