consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_subnet,provider_iplist,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,2.17.62.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:27:50Z,2021-07-16T19:28:15Z,16
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:24:20Z,2021-07-16T23:08:07Z,133
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.154.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:06:54Z,2021-07-16T23:47:48Z,113
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.157.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:08:33Z,2021-07-16T21:42:46Z,28
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.166.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T20:12:38Z,2021-07-16T23:50:05Z,17
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.167.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T09:03:44Z,2021-07-16T23:47:33Z,249
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.190.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:29:22Z,2021-07-16T23:24:58Z,369
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.197.71.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:56:24Z,2021-07-16T07:56:53Z,5
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.198.162.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T04:03:53Z,2021-07-16T23:29:20Z,13
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.44.239.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T04:45:46Z,2021-07-16T23:24:36Z,114
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,20.54.88.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T09:03:01Z,2021-07-16T22:02:41Z,16
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:14:59Z,2021-07-16T23:15:04Z,123
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.34.105.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:51:05Z,2021-07-16T23:51:49Z,1461
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.37.158.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:48:57Z,2021-07-16T15:46:49Z,23
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.39.10.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:12:51Z,2021-07-16T15:45:57Z,40
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.42.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:27:13Z,2021-07-16T19:30:37Z,299
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.42.37.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:41:50Z,2021-07-16T14:58:23Z,18
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.77.17.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:46:04Z,2021-07-16T20:34:14Z,37
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,23.77.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:26:09Z,2021-07-16T20:43:46Z,945
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.119.249.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:49:21Z,2021-07-16T23:53:57Z,66
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.124.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T23:02:23Z,2021-07-16T23:02:23Z,4
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.125.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T10:02:58Z,2021-07-16T10:02:58Z,4
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.126.13.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T16:24:31Z,2021-07-16T23:08:09Z,42
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.126.26.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:06:45Z,2021-07-16T23:47:41Z,97
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.126.29.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:08:24Z,2021-07-16T22:10:29Z,228
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.126.38.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T20:12:32Z,2021-07-16T23:50:03Z,38
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.126.40.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:29:30Z,2021-07-16T23:25:05Z,448
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.74.108.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:56Z,2021-07-16T22:08:21Z,38
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.88.32.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T20:30:55Z,2021-07-16T23:08:16Z,28
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,40.91.73.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T07:18:09Z,2021-07-16T23:40:09Z,23
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.10.178.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:09:40Z,2021-07-16T23:27:39Z,100
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.139.153.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:48:25Z,2021-07-16T23:25:07Z,24
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.139.168.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T07:27:54Z,2021-07-16T23:48:53Z,36
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.140.118.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:16:13Z,2021-07-16T23:47:52Z,53
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.143.80.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:05:39Z,2021-07-16T23:40:09Z,69
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.143.86.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:03:47Z,2021-07-16T23:40:09Z,93
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.147.198.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:08:44Z,2021-07-16T23:11:35Z,19
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.152.110.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:06:26Z,2021-07-16T08:06:26Z,8
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,52.255.188.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T11:08:13Z,2021-07-16T16:24:39Z,11
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,54.149.213.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:58:27Z,2021-07-16T23:28:33Z,181
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,54.186.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:18:32Z,2021-07-16T23:53:38Z,251
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,54.241.150.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:22Z,2021-07-16T23:26:01Z,112
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,64.39.104.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:59:44Z,2021-07-16T23:47:39Z,107
FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,8.255.43.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T19:30:04Z,2021-07-16T20:45:04Z,6
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:41:15Z,2021-07-16T23:05:52Z,32
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.200.0,RFC1918; IPL-RFC_1918,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:07:54Z,2021-07-16T23:28:19Z,495
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T02:37:28Z,2021-07-16T23:27:42Z,933
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:37:51Z,2021-07-16T23:20:25Z,142
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:07:54Z,2021-07-16T23:11:34Z,106
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,8447,TCP,Allowed,Allowed,Consumer,2021-07-16T04:46:59Z,2021-07-16T07:21:29Z,37
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T18:59:24Z,2021-07-16T22:44:25Z,6
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,54.183.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:54:26Z,2021-07-16T07:23:40Z,4
FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,54.241.197.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:08:06Z,2021-07-16T23:11:33Z,101
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:00:59Z,2021-07-16T23:00:41Z,64
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:12Z,2021-07-16T23:23:02Z,123
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,8447,TCP,Allowed,Allowed,Consumer,2021-07-16T15:09:32Z,2021-07-16T23:41:36Z,163
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,514,TCP,Allowed,Allowed,Consumer,2021-07-16T00:09:52Z,2021-07-16T23:24:11Z,501
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,4041,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:06Z,2021-07-16T22:54:08Z,84
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:01:11Z,2021-07-16T22:53:27Z,118
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,52.10.178.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:47:31Z,2021-07-16T23:12:52Z,55
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,52.27.222.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:26Z,2021-07-16T23:01:41Z,65
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,54.149.213.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:56:29Z,2021-07-16T23:28:06Z,456
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,54.183.120.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:33:28Z,2021-07-16T07:25:40Z,4
FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,54.186.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:40:31Z,2021-07-16T23:39:56Z,373
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.0.1.0,RFC1918; IPL-RFC_1918,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T00:28:08Z,2021-07-16T22:43:13Z,58
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T03:00:05Z,2021-07-16T23:02:02Z,75
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.200.0,RFC1918; IPL-RFC_1918,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:03:45Z,2021-07-16T23:39:27Z,94
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.220.0,RFC1918; IPL-RFC_1918,Unicast,1514,UDP,Allowed,Allowed,Consumer,2021-07-16T00:16:55Z,2021-07-16T21:52:11Z,11
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37891,TCP,Allowed,Allowed,Consumer,2021-07-16T02:41:18Z,2021-07-16T23:44:44Z,1611
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.3.0,RFC1918; IPL-RFC_1918,Unicast,37892,TCP,Allowed,Allowed,Consumer,2021-07-16T02:45:04Z,2021-07-16T23:25:38Z,206
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:20Z,2021-07-16T23:42:26Z,995
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,8447,TCP,Allowed,Allowed,Consumer,2021-07-16T03:16:12Z,2021-07-16T07:23:17Z,24
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,172.31.9.0,RFC1918; IPL-RFC_1918,Unicast,4041,TCP,Allowed,Allowed,Consumer,2021-07-16T00:02:31Z,2021-07-16T23:44:10Z,459
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,210.23.91.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:01:45Z,2021-07-16T08:02:15Z,10
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,48.28.176.0,IPL-INTERNET; Non-RFC1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:49Z,2021-07-16T23:42:47Z,562
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,50.18.194.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T00:03:57Z,2021-07-16T23:44:43Z,145
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,52.27.222.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:50:57Z,2021-07-16T22:49:12Z,69
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,52.8.141.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:25:37Z,2021-07-16T07:31:07Z,5
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,54.149.213.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:44:31Z,2021-07-16T23:39:56Z,165
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,54.183.135.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:23:03Z,2021-07-16T07:13:17Z,6
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,54.186.24.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T02:54:34Z,2021-07-16T23:20:11Z,230
FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,65.55.252.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T05:18:37Z,2021-07-16T23:16:42Z,140
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,10.51.123.0,RFC1918; IPL-RFC_1918,Unicast,123,UDP,Allowed,Allowed,Consumer,2021-07-16T02:43:53Z,2021-07-16T23:38:04Z,3952
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,10.51.42.0,RFC1918; IPL-RFC_1918,Unicast,3128,TCP,Allowed,Allowed,Consumer,2021-07-16T00:11:58Z,2021-07-16T23:38:01Z,88
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,104.225.171.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:18:39Z,2021-07-16T23:39:47Z,149
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,104.42.151.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:09:59Z,2021-07-16T21:54:53Z,26
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,104.43.139.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T21:57:12Z,2021-07-16T21:57:12Z,3
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,104.43.193.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T14:01:29Z,2021-07-16T15:07:18Z,29
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,13.107.4.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T17:38:59Z,2021-07-16T23:05:04Z,22
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,13.107.42.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T13:00:41Z,2021-07-16T15:02:41Z,37
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,13.56.121.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T06:09:48Z,2021-07-16T07:11:05Z,4
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,13.64.90.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T14:01:29Z,2021-07-16T15:07:49Z,14
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,13.88.21.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T20:17:22Z,2021-07-16T21:57:28Z,9
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.204.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T08:25:16Z,2021-07-16T18:25:59Z,28
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.204.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T08:25:03Z,2021-07-16T19:25:18Z,20
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.207.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T03:26:08Z,2021-07-16T23:25:35Z,60
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.207.0,IPL-INTERNET; Non-RFC1918,Unicast,443,TCP,Allowed,Allowed,Consumer,2021-07-16T03:25:56Z,2021-07-16T23:25:20Z,65
FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,142.250.66.0,IPL-INTERNET; Non-RFC1918,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T20:25:30Z,2021-07-16T20:25:30Z,4
