consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T10:12:52Z,2021-07-16T14:27:49Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T18:12:03Z,2021-07-16T23:35:38Z,29
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,49159,TCP,Allowed,Allowed,Provider,2021-07-16T14:29:30Z,2021-07-16T14:29:30Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,49803,TCP,Allowed,Allowed,Consumer,2021-07-16T10:12:45Z,2021-07-16T12:13:17Z,12
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,49803,TCP,Allowed,Allowed,Provider,2021-07-16T10:12:57Z,2021-07-16T12:14:09Z,12
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,49909,TCP,Allowed,Allowed,Consumer,2021-07-16T13:13:00Z,2021-07-16T14:27:42Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | LOC-ZZ,INFRZZSTRUCTURE,PROD,LOC-ZZ,Unicast,49909,TCP,Allowed,Allowed,Provider,2021-07-16T13:13:30Z,2021-07-16T14:28:20Z,9
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,0,ICMP,Allowed,Allowed,Consumer,2021-07-16T11:20:35Z,2021-07-16T13:14:51Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T10:17:25Z,2021-07-16T14:44:29Z,100
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T12:13:06Z,2021-07-16T16:36:05Z,128
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,137,UDP,Allowed,Allowed,Consumer,2021-07-16T11:20:35Z,2021-07-16T13:14:50Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T12:10:01Z,2021-07-16T16:24:02Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,49160,TCP,Allowed,Allowed,Consumer,2021-07-16T14:29:27Z,2021-07-16T14:36:50Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,49160,TCP,Allowed,Allowed,Provider,2021-07-16T14:31:17Z,2021-07-16T14:36:50Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,49857,TCP,Allowed,Allowed,Consumer,2021-07-16T11:21:00Z,2021-07-16T14:43:36Z,18
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | MZZJURO,INFRZZSTRUCTURE,PROD,MZZJURO,Unicast,49857,TCP,Allowed,Allowed,Provider,2021-07-16T12:10:25Z,2021-07-16T16:35:56Z,29
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:30:21Z,2021-07-16T15:36:50Z,31
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:28:01Z,2021-07-16T15:36:50Z,32
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T10:28:11Z,2021-07-16T14:50:26Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T10:22:49Z,2021-07-16T14:46:26Z,37
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T10:31:27Z,2021-07-16T14:55:04Z,46
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T10:28:14Z,2021-07-16T14:50:29Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,49844,TCP,Allowed,Allowed,Consumer,2021-07-16T12:20:35Z,2021-07-16T13:19:58Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | POHNPEgIOI,INFRZZSTRUCTURE,PROD,POHNPEgIOI,Unicast,49844,TCP,Allowed,Allowed,Provider,2021-07-16T10:29:10Z,2021-07-16T14:50:45Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T14:48:06Z,2021-07-16T14:48:06Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | ROTZZ,INFRZZSTRUCTURE,PROD,ROTZZ,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T14:48:06Z,2021-07-16T14:48:06Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:31:03Z,2021-07-16T23:41:09Z,318
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:25:27Z,2021-07-16T23:41:39Z,405
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T02:00:40Z,2021-07-16T22:00:33Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | SFO,INFRZZSTRUCTURE,PROD,SFO,Unicast,49154,TCP,Allowed,Allowed,Provider,2021-07-16T15:27:18Z,2021-07-16T22:05:24Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T14:52:36Z,2021-07-16T14:54:14Z,17
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | TINIZZN,INFRZZSTRUCTURE,PROD,TINIZZN,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T14:52:36Z,2021-07-16T14:52:36Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,0,ICMP,Allowed,Allowed,Provider,2021-07-16T10:18:33Z,2021-07-16T14:40:48Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T10:20:29Z,2021-07-16T13:21:08Z,21
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T10:18:18Z,2021-07-16T14:44:35Z,44
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T10:18:36Z,2021-07-16T14:40:51Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,49894,TCP,Allowed,Allowed,Consumer,2021-07-16T11:20:35Z,2021-07-16T14:40:42Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FILE A | INFRZZSTRUCTURE | PROD | YZZP,INFRZZSTRUCTURE,PROD,YZZP,Unicast,49894,TCP,Allowed,Allowed,Provider,2021-07-16T10:18:58Z,2021-07-16T14:41:12Z,13
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:26:07Z,2021-07-16T15:26:07Z,16
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FOLDER REDIRECT | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:26:37Z,2021-07-16T15:26:37Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:26:07Z,2021-07-16T15:26:07Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,FOLDER REDIRECT | MULTI ZZPP | PROD | ON PREgIOM,MULTI ZZPP,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T15:23:36Z,2021-07-16T15:26:07Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:21:06Z,2021-07-16T15:24:05Z,8
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,INT FTP | FTP | PROD | ON PREgIOM,FTP,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T15:22:06Z,2021-07-16T15:24:35Z,9
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,INTRANET | INTRZZNET | PROD | ON PREgIOM,INTRZZNET,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:20:11Z,2021-07-16T15:20:11Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T11:09:42Z,2021-07-16T15:27:38Z,58
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T11:07:31Z,2021-07-16T15:28:08Z,54
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:33Z,2021-07-16T15:24:35Z,10
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T15:25:03Z,2021-07-16T15:25:05Z,14
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,JUMPBOX | VENDOR | PROD | ON PREgIOM,VENDOR,PROD,ON PREgIOM,Unicast,49870,TCP,Allowed,Allowed,Consumer,2021-07-16T11:07:33Z,2021-07-16T11:07:33Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:22:18Z,2021-07-16T15:22:18Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T08:10:03Z,2021-07-16T17:39:47Z,132
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,LEM | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:26:40Z,2021-07-16T19:26:58Z,175
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,NCR | NCR | PROD | ON PREgIOM,NCR,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T15:22:11Z,2021-07-16T15:24:30Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T14:35:32Z,2021-07-16T14:56:24Z,20
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,NOTICES | DOCPLUS | PROD | ON PREgIOM,DOCPLUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T14:35:32Z,2021-07-16T14:56:24Z,22
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:26:56Z,2021-07-16T15:26:56Z,18
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:26:56Z,2021-07-16T15:26:56Z,19
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Consumer,2021-07-16T14:00:11Z,2021-07-16T15:00:14Z,5
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T04:27:15Z,2021-07-16T19:26:25Z,16
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:43Z,2021-07-16T23:37:12Z,115
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:06:54Z,2021-07-16T23:48:15Z,141
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:26:58Z,2021-07-16T15:26:58Z,10
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:24:45Z,2021-07-16T15:27:28Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Allowed,Allowed,Consumer,2021-07-16T05:40:20Z,2021-07-16T07:40:24Z,6
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:25:39Z,2021-07-16T19:26:19Z,11
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,135,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T14:31:41Z,2021-07-16T14:55:27Z,38
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,49160,TCP,Allowed,Allowed,Consumer,2021-07-16T14:32:29Z,2021-07-16T14:53:46Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,49160,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T14:32:29Z,2021-07-16T14:53:46Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:57Z,2021-07-16T22:03:00Z,196
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T14:32:27Z,2021-07-16T22:03:00Z,204
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49155,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:57Z,2021-07-16T15:36:00Z,5
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49155,TCP,Allowed,Allowed,Provider,2021-07-16T14:32:27Z,2021-07-16T22:00:11Z,7
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:39Z,2021-07-16T15:36:00Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | COMMUNICZZTOR | PROD | ON PREgIOM,COMMUNICZZTOR,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T15:24:39Z,2021-07-16T15:36:00Z,4
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:56Z,2021-07-16T15:38:37Z,58
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T15:24:56Z,2021-07-16T15:38:37Z,52
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,49666,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:48Z,2021-07-16T15:36:00Z,10
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Unicast,49666,TCP,Allowed,Allowed,Provider,2021-07-16T15:24:48Z,2021-07-16T15:36:00Z,10
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T14:56:24Z,2021-07-16T15:38:17Z,27
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T14:56:24Z,2021-07-16T15:38:17Z,36
PATCH MGMT | SOLZZRWINDS | TEST | ON PREgIOM,SOLZZRWINDS,TEST,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Consumer,2021-07-16T15:24:58Z,2021-07-16T15:36:00Z,5
